"","species","week","density"
"California Quail47","California Quail",47,0.012542301190002
"California Quail48","California Quail",48,0.0113953537893658
"California Quail49","California Quail",49,0.0102484069956281
"California Quail50","California Quail",50,0.00911508077168604
"California Quail51","California Quail",51,0.00800951191580632
"California Quail52","California Quail",52,0.00694457599967212
"California Scrub-Jay1","California Scrub-Jay",1,0.00167777027147649
"California Scrub-Jay2","California Scrub-Jay",2,0.00177580894272859
"California Scrub-Jay3","California Scrub-Jay",3,0.00186203817561273
"California Scrub-Jay4","California Scrub-Jay",4,0.00194453383290515
"California Scrub-Jay5","California Scrub-Jay",5,0.00203604586284765
"California Scrub-Jay6","California Scrub-Jay",6,0.00215331431672705
"California Scrub-Jay7","California Scrub-Jay",7,0.002316570285088
"California Scrub-Jay8","California Scrub-Jay",8,0.00254881598879047
"California Scrub-Jay9","California Scrub-Jay",9,0.00287488699974532
"California Scrub-Jay10","California Scrub-Jay",10,0.00332027121595395
"California Scrub-Jay11","California Scrub-Jay",11,0.00390964514385357
"California Scrub-Jay12","California Scrub-Jay",12,0.00466510349121827
"California Scrub-Jay13","California Scrub-Jay",13,0.00560411131163127
"California Scrub-Jay14","California Scrub-Jay",14,0.00673729421910432
"California Scrub-Jay15","California Scrub-Jay",15,0.00806628296894932
"California Scrub-Jay16","California Scrub-Jay",16,0.0095819177392285
"California Scrub-Jay17","California Scrub-Jay",17,0.0112631708812919
"California Scrub-Jay18","California Scrub-Jay",18,0.0130771454819458
"California Scrub-Jay19","California Scrub-Jay",19,0.0149804222895592
"California Scrub-Jay20","California Scrub-Jay",20,0.0169218260504319
"California Scrub-Jay21","California Scrub-Jay",21,0.0188463910090348
"California Scrub-Jay22","California Scrub-Jay",22,0.0207000442014294
"California Scrub-Jay23","California Scrub-Jay",23,0.0224343957705551
"California Scrub-Jay24","California Scrub-Jay",24,0.0240110186109832
"California Scrub-Jay25","California Scrub-Jay",25,0.0254046680050706
"California Scrub-Jay26","California Scrub-Jay",26,0.0266050237073309
"California Scrub-Jay27","California Scrub-Jay",27,0.0276167291276733
"California Scrub-Jay28","California Scrub-Jay",28,0.0284577285192928
"California Scrub-Jay29","California Scrub-Jay",29,0.0291561229540256
"California Scrub-Jay30","California Scrub-Jay",30,0.0297459443188135
"California Scrub-Jay31","California Scrub-Jay",31,0.0302623625782867
"California Scrub-Jay32","California Scrub-Jay",32,0.0307368878020558
"California Scrub-Jay33","California Scrub-Jay",33,0.0311931088901969
"California Scrub-Jay34","California Scrub-Jay",34,0.0316434393419143
"California Scrub-Jay35","California Scrub-Jay",35,0.0320872345590196
"California Scrub-Jay36","California Scrub-Jay",36,0.0325105080885314
"California Scrub-Jay37","California Scrub-Jay",37,0.0328872850190996
"California Scrub-Jay38","California Scrub-Jay",38,0.0331823908926558
"California Scrub-Jay39","California Scrub-Jay",39,0.0333552572248454
"California Scrub-Jay40","California Scrub-Jay",40,0.03336421258804
"California Scrub-Jay41","California Scrub-Jay",41,0.0331707248945851
"California Scrub-Jay42","California Scrub-Jay",42,0.0327431254562668
"California Scrub-Jay43","California Scrub-Jay",43,0.0320594590392601
"California Scrub-Jay44","California Scrub-Jay",44,0.0311092589755698
"California Scrub-Jay45","California Scrub-Jay",45,0.0298942188187674
"California Scrub-Jay46","California Scrub-Jay",46,0.0284278847587457
"California Scrub-Jay47","California Scrub-Jay",47,0.0267345927651639
"California Scrub-Jay48","California Scrub-Jay",48,0.0248479048961191
"California Scrub-Jay49","California Scrub-Jay",49,0.0228087647144081
"California Scrub-Jay50","California Scrub-Jay",50,0.0206635133995119
"California Scrub-Jay51","California Scrub-Jay",51,0.0184618170170932
"California Scrub-Jay52","California Scrub-Jay",52,0.0162533459516196
"California Towhee1","California Towhee",1,0.00246487150310251
"California Towhee2","California Towhee",2,0.00311819131033918
"California Towhee3","California Towhee",3,0.00393026730253464
"California Towhee4","California Towhee",4,0.00493258488892081
"California Towhee5","California Towhee",5,0.00614966423219798
"California Towhee6","California Towhee",6,0.0075988633577766
"California Towhee7","California Towhee",7,0.0092866119750671
"California Towhee8","California Towhee",8,0.0112050223572683
"California Towhee9","California Towhee",9,0.0133294242567302
"California Towhee10","California Towhee",10,0.0156173342213523
"California Towhee11","California Towhee",11,0.0180092361016325
"California Towhee12","California Towhee",12,0.0204313317775491
"California Towhee13","California Towhee",13,0.0228001491217355
"California Towhee14","California Towhee",14,0.0250286116043795
"California Towhee15","California Towhee",15,0.027032932497425
"California Towhee16","California Towhee",16,0.0287395441508063
"California Towhee17","California Towhee",17,0.0300912336576668
"California Towhee18","California Towhee",18,0.0310517198569165
"California Towhee19","California Towhee",19,0.0316080584047395
"California Towhee20","California Towhee",20,0.0317705356557036
"California Towhee21","California Towhee",21,0.0315701369686371
"California Towhee22","California Towhee",22,0.0310541310785745
"California Towhee23","California Towhee",23,0.0302805919593513
"California Towhee24","California Towhee",24,0.0293127179653864
"California Towhee25","California Towhee",25,0.0282136903668474
"California Towhee26","California Towhee",26,0.0270426146972725
"California Towhee27","California Towhee",27,0.025851834276514
"California Towhee28","California Towhee",28,0.024685626017846
"California Towhee29","California Towhee",29,0.023580036557915
"California Towhee30","California Towhee",30,0.0225634453605675
"California Towhee31","California Towhee",31,0.0216573836707582
"California Towhee32","California Towhee",32,0.0208771971042369
"California Towhee33","California Towhee",33,0.0202322903743521
"California Towhee34","California Towhee",34,0.0197258930488171
"California Towhee35","California Towhee",35,0.019354489098445
"California Towhee36","California Towhee",36,0.0191072128748834
"California Towhee37","California Towhee",37,0.0189655766381096
"California Towhee38","California Towhee",38,0.0189038261082041
"California Towhee39","California Towhee",39,0.0188900562232038
"California Towhee40","California Towhee",40,0.018888044194336
"California Towhee41","California Towhee",41,0.0188596243789537
"California Towhee42","California Towhee",42,0.0187673460173602
"California Towhee43","California Towhee",43,0.0185771216558787
"California Towhee44","California Towhee",44,0.0182605952425184
"California Towhee45","California Towhee",45,0.0177970251124343
"California Towhee46","California Towhee",46,0.0171745640176366
"California Towhee47","California Towhee",47,0.0163908990053743
"California Towhee48","California Towhee",48,0.0154532703024524
"California Towhee49","California Towhee",49,0.0143779158624945
"California Towhee50","California Towhee",50,0.0131889933233165
"California Towhee51","California Towhee",51,0.0119170261141166
"California Towhee52","California Towhee",52,0.0105972110875988
"Cedar Waxwing1","Cedar Waxwing",1,0.0182587242337631
"Cedar Waxwing2","Cedar Waxwing",2,0.0204731992661129
"Cedar Waxwing3","Cedar Waxwing",3,0.0225577191701228
"Cedar Waxwing4","Cedar Waxwing",4,0.0244480782600345
"Cedar Waxwing5","Cedar Waxwing",5,0.0260962442266161
"Cedar Waxwing6","Cedar Waxwing",6,0.0274721731312109
"Cedar Waxwing7","Cedar Waxwing",7,0.0285645477258717
"Cedar Waxwing8","Cedar Waxwing",8,0.0293787728849127
"Cedar Waxwing9","Cedar Waxwing",9,0.0299325750846073
"Cedar Waxwing10","Cedar Waxwing",10,0.0302500034530123
"Cedar Waxwing11","Cedar Waxwing",11,0.0303549687988273
"Cedar Waxwing12","Cedar Waxwing",12,0.0302655898416862
"Cedar Waxwing13","Cedar Waxwing",13,0.0299904913031641
"Cedar Waxwing14","Cedar Waxwing",14,0.0295278260937814
"Cedar Waxwing15","Cedar Waxwing",15,0.0288672450459097
"Cedar Waxwing16","Cedar Waxwing",16,0.0279944303823301
"Cedar Waxwing17","Cedar Waxwing",17,0.0268972731547604
"Cedar Waxwing18","Cedar Waxwing",18,0.0255724125014879
"Cedar Waxwing19","Cedar Waxwing",19,0.0240307351611083
"Cedar Waxwing20","Cedar Waxwing",20,0.0223006238755543
"Cedar Waxwing21","Cedar Waxwing",21,0.0204282650509911
"Cedar Waxwing22","Cedar Waxwing",22,0.0184750309733905
"Cedar Waxwing23","Cedar Waxwing",23,0.0165125666874422
"Cedar Waxwing24","Cedar Waxwing",24,0.0146165698685462
"Cedar Waxwing25","Cedar Waxwing",25,0.0128603557265392
"Cedar Waxwing26","Cedar Waxwing",26,0.011309195018772
"Cedar Waxwing27","Cedar Waxwing",27,0.0100161418620461
"Cedar Waxwing28","Cedar Waxwing",28,0.00901969253018252
"Cedar Waxwing29","Cedar Waxwing",29,0.00834322673259922
"Cedar Waxwing30","Cedar Waxwing",30,0.00799586616700339
"Cedar Waxwing31","Cedar Waxwing",31,0.00797419916004737
"Cedar Waxwing32","Cedar Waxwing",32,0.00826428331029759
"Cedar Waxwing33","Cedar Waxwing",33,0.00884343388595266
"Cedar Waxwing34","Cedar Waxwing",34,0.00968149628184174
"Cedar Waxwing35","Cedar Waxwing",35,0.0107415377004647
"Cedar Waxwing36","Cedar Waxwing",36,0.0119801174895618
"Cedar Waxwing37","Cedar Waxwing",37,0.0133474404894142
"Cedar Waxwing38","Cedar Waxwing",38,0.0147877265702068
"Cedar Waxwing39","Cedar Waxwing",39,0.0162400726112374
"Cedar Waxwing40","Cedar Waxwing",40,0.017639993757415
"Cedar Waxwing41","Cedar Waxwing",41,0.0189217216790891
"Cedar Waxwing42","Cedar Waxwing",42,0.0200212033844636
"Cedar Waxwing43","Cedar Waxwing",43,0.0208796039939743
"Cedar Waxwing44","Cedar Waxwing",44,0.021447003323887
"Cedar Waxwing45","Cedar Waxwing",45,0.0216859098410138
"Cedar Waxwing46","Cedar Waxwing",46,0.0215742016054836
"Cedar Waxwing47","Cedar Waxwing",47,0.0211071391245414
"Cedar Waxwing48","Cedar Waxwing",48,0.0202981736162734
"Cedar Waxwing49","Cedar Waxwing",49,0.0191783874548946
"Cedar Waxwing50","Cedar Waxwing",50,0.0177945376704325
"Cedar Waxwing51","Cedar Waxwing",51,0.0162058096703855
"Cedar Waxwing52","Cedar Waxwing",52,0.0144812467301384
"Chestnut-backed Chickadee1","Chestnut-backed Chickadee",1,0.00854996171552236
"Chestnut-backed Chickadee2","Chestnut-backed Chickadee",2,0.00983445893779773
"Chestnut-backed Chickadee3","Chestnut-backed Chickadee",3,0.0111361716589937
"Chestnut-backed Chickadee4","Chestnut-backed Chickadee",4,0.0124269091973643
"Chestnut-backed Chickadee5","Chestnut-backed Chickadee",5,0.0136788327930037
"Chestnut-backed Chickadee6","Chestnut-backed Chickadee",6,0.0148678814805778
"Chestnut-backed Chickadee7","Chestnut-backed Chickadee",7,0.0159755648080675
"Chestnut-backed Chickadee8","Chestnut-backed Chickadee",8,0.0169900867220899
"Chestnut-backed Chickadee9","Chestnut-backed Chickadee",9,0.0179066063379297
"Chestnut-backed Chickadee10","Chestnut-backed Chickadee",10,0.0187265511152835
"Chestnut-backed Chickadee11","Chestnut-backed Chickadee",11,0.0194560473294668
"Chestnut-backed Chickadee12","Chestnut-backed Chickadee",12,0.0201036959068126
"Chestnut-backed Chickadee13","Chestnut-backed Chickadee",13,0.0206780637411455
"Chestnut-backed Chickadee14","Chestnut-backed Chickadee",14,0.0211853464619771
"Chestnut-backed Chickadee15","Chestnut-backed Chickadee",15,0.0216276620955759
"Chestnut-backed Chickadee16","Chestnut-backed Chickadee",16,0.0220023471044895
"Chestnut-backed Chickadee17","Chestnut-backed Chickadee",17,0.0223024580802136
"Chestnut-backed Chickadee18","Chestnut-backed Chickadee",18,0.0225184588184343
"Chestnut-backed Chickadee19","Chestnut-backed Chickadee",19,0.0226408244397452
"Chestnut-backed Chickadee20","Chestnut-backed Chickadee",20,0.0226630692346314
"Chestnut-backed Chickadee21","Chestnut-backed Chickadee",21,0.0225845793831476
"Chestnut-backed Chickadee22","Chestnut-backed Chickadee",22,0.0224126643538408
"Chestnut-backed Chickadee23","Chestnut-backed Chickadee",23,0.0221634087795605
"Chestnut-backed Chickadee24","Chestnut-backed Chickadee",24,0.0218611364031196
"Chestnut-backed Chickadee25","Chestnut-backed Chickadee",25,0.0215365362806729
"Chestnut-backed Chickadee26","Chestnut-backed Chickadee",26,0.021223718818713
"Chestnut-backed Chickadee27","Chestnut-backed Chickadee",27,0.0209566333445404
"Chestnut-backed Chickadee28","Chestnut-backed Chickadee",28,0.0207653607393433
"Chestnut-backed Chickadee29","Chestnut-backed Chickadee",29,0.0206727843166665
"Chestnut-backed Chickadee30","Chestnut-backed Chickadee",30,0.0206920522547965
"Chestnut-backed Chickadee31","Chestnut-backed Chickadee",31,0.0208251032355426
"Chestnut-backed Chickadee32","Chestnut-backed Chickadee",32,0.0210623666013187
"Chestnut-backed Chickadee33","Chestnut-backed Chickadee",33,0.0213836000842477
"Chestnut-backed Chickadee34","Chestnut-backed Chickadee",34,0.0217597139508011
"Chestnut-backed Chickadee35","Chestnut-backed Chickadee",35,0.0221553542191081
"Chestnut-backed Chickadee36","Chestnut-backed Chickadee",36,0.0225319600716584
"Chestnut-backed Chickadee37","Chestnut-backed Chickadee",37,0.0228509532577987
"Chestnut-backed Chickadee38","Chestnut-backed Chickadee",38,0.0230766865428705
"Chestnut-backed Chickadee39","Chestnut-backed Chickadee",39,0.023178824574429
"Chestnut-backed Chickadee40","Chestnut-backed Chickadee",40,0.0231339487088355
"Chestnut-backed Chickadee41","Chestnut-backed Chickadee",41,0.0229263114913924
"Chestnut-backed Chickadee42","Chestnut-backed Chickadee",42,0.0225477861182139
"Chestnut-backed Chickadee43","Chestnut-backed Chickadee",43,0.0219971639822709
"Chestnut-backed Chickadee44","Chestnut-backed Chickadee",44,0.0212790435075353
"Chestnut-backed Chickadee45","Chestnut-backed Chickadee",45,0.0204026026407607
"Chestnut-backed Chickadee46","Chestnut-backed Chickadee",46,0.0193805339737477
"Chestnut-backed Chickadee47","Chestnut-backed Chickadee",47,0.0182283409678094
"Chestnut-backed Chickadee48","Chestnut-backed Chickadee",48,0.016964062676
"Chestnut-backed Chickadee49","Chestnut-backed Chickadee",49,0.0156083458838468
"Chestnut-backed Chickadee50","Chestnut-backed Chickadee",50,0.0141846572110118
"Chestnut-backed Chickadee51","Chestnut-backed Chickadee",51,0.0127193570600973
"Chestnut-backed Chickadee52","Chestnut-backed Chickadee",52,0.0112409038763513
"Common loon1","Common loon",1,0.0153163287554715
"Common loon2","Common loon",2,0.0169582483903834
"Common loon3","Common loon",3,0.018503030164754
"Common loon4","Common loon",4,0.0199218025556005
"Common loon5","Common loon",5,0.021197739402259
"Common loon6","Common loon",6,0.0223239996193769
"Common loon7","Common loon",7,0.0233020078825208
"Common loon8","Common loon",8,0.0241389026188295
"Common loon9","Common loon",9,0.0248446848472731
"Common loon10","Common loon",10,0.0254295841078644
"Common loon11","Common loon",11,0.0259020478274407
"Common loon12","Common loon",12,0.026267587730287
"Common loon13","Common loon",13,0.0265285256698745
"Common loon14","Common loon",14,0.0266845150561388
"Common loon15","Common loon",15,0.0267336028583201
"Common loon16","Common loon",16,0.0266735514610515
"Common loon17","Common loon",17,0.0265031505012641
"Common loon18","Common loon",18,0.0262232941977949
"Common loon19","Common loon",19,0.0258376596499247
"Common loon20","Common loon",20,0.0253528939564499
"Common loon21","Common loon",21,0.0247783088387939
"Common loon22","Common loon",22,0.0241251760249968
"Common loon23","Common loon",23,0.0234057865242133
"Common loon24","Common loon",24,0.0226324748127419
"Common loon25","Common loon",25,0.0218168235605432
"Common loon26","Common loon",26,0.0209692521394167
"Common loon27","Common loon",27,0.0200991377526106
"Common loon28","Common loon",28,0.0192155149066624
"Common loon29","Common loon",29,0.0183282592944899
"Common loon30","Common loon",30,0.0174495155478155
"Common loon31","Common loon",31,0.0165950134513774
"Common loon32","Common loon",32,0.0157848697564076
"Common loon33","Common loon",33,0.0150435127946288
"Common loon34","Common loon",34,0.0143984935443332
"Common loon35","Common loon",35,0.0138781443226268
"Common loon36","Common loon",36,0.0135082929555231
"Common loon37","Common loon",37,0.013308488358211
"Common loon38","Common loon",38,0.0132883513645717
"Common loon39","Common loon",39,0.0134446613498506
"Common loon40","Common loon",40,0.0137596563688273
"Common loon41","Common loon",41,0.0142008453281685
"Common loon42","Common loon",42,0.014722444132821
"Common loon43","Common loon",43,0.0152683570145019
"Common loon44","Common loon",44,0.0157764417441465
"Common loon45","Common loon",45,0.0161836454740306
"Common loon46","Common loon",46,0.0164314926914571
"Common loon47","Common loon",47,0.0164713553054045
"Common loon48","Common loon",48,0.0162689408371634
"Common loon49","Common loon",49,0.0158075006949327
"Common loon50","Common loon",50,0.0150893838837497
"Common loon51","Common loon",51,0.0141357280584601
"Common loon52","Common loon",52,0.0129880936161142
"Common nighthawk1","Common nighthawk",1,4.74888643201413e-05
"Common nighthawk2","Common nighthawk",2,8.34359594101293e-05
"Common nighthawk3","Common nighthawk",3,0.000141936983471535
"Common nighthawk4","Common nighthawk",4,0.000235623612832879
"Common nighthawk5","Common nighthawk",5,0.000381751051375144
"Common nighthawk6","Common nighthawk",6,0.000603756046258609
"Common nighthawk7","Common nighthawk",7,0.000932327962248422
"Common nighthawk8","Common nighthawk",8,0.00140613573582048
"Common nighthawk9","Common nighthawk",9,0.00207193139636574
"Common nighthawk10","Common nighthawk",10,0.00298372614521381
"Common nighthawk11","Common nighthawk",11,0.00420075473415422
"Common nighthawk12","Common nighthawk",12,0.00578401967849748
"Common nighthawk13","Common nighthawk",13,0.00779134223452928
"Common nighthawk14","Common nighthawk",14,0.0102710342258688
"Common nighthawk15","Common nighthawk",15,0.0132545248075916
"Common nighthawk16","Common nighthawk",16,0.0167485073939651
"Common nighthawk17","Common nighthawk",17,0.0207274049514434
"Common nighthawk18","Common nighthawk",18,0.0251271861717611
"Common nighthawk19","Common nighthawk",19,0.0298417463623381
"Common nighthawk20","Common nighthawk",20,0.0347230318422896
"Common nighthawk21","Common nighthawk",21,0.0395857058545396
"Common nighthawk22","Common nighthawk",22,0.0442165526367953
"Common nighthawk23","Common nighthawk",23,0.0483882278237933
"Common nighthawk24","Common nighthawk",24,0.0518764199478928
"Common nighthawk25","Common nighthawk",25,0.0544789139001964
"Common nighthawk26","Common nighthawk",26,0.0560345086581971
"Common nighthawk27","Common nighthawk",27,0.0564394240627008
"Common nighthawk28","Common nighthawk",28,0.0556588907758957
"Common nighthawk29","Common nighthawk",29,0.0537321083637523
"Common nighthawk30","Common nighthawk",30,0.0507696267191873
"Common nighthawk31","Common nighthawk",31,0.0469433088600461
"Common nighthawk32","Common nighthawk",32,0.0424701511470084
"Common nighthawk33","Common nighthawk",33,0.0375921304139901
"Common nighthawk34","Common nighthawk",34,0.0325547316946431
"Common nighthawk35","Common nighthawk",35,0.0275868400857258
"Common nighthawk36","Common nighthawk",36,0.0228843471519721
"Common nighthawk37","Common nighthawk",37,0.018599191575259
"Common nighthawk38","Common nighthawk",38,0.0148345845585009
"Common nighthawk39","Common nighthawk",39,0.0116459908972337
"Common nighthawk40","Common nighthawk",40,0.00904648873824566
"Common nighthawk41","Common nighthawk",41,0.00701474640142903
"Common nighthawk42","Common nighthawk",42,0.00550395840522204
"Common nighthawk43","Common nighthawk",43,0.00445044026363429
"Common nighthawk44","Common nighthawk",44,0.00378103972660895
"Common nighthawk45","Common nighthawk",45,0.00341899358870978
"Common nighthawk46","Common nighthawk",46,0.00328826380222909
"Common nighthawk47","Common nighthawk",47,0.00331665609700735
"Common nighthawk48","Common nighthawk",48,0.00343812702094962
"Common nighthawk49","Common nighthawk",49,0.00359463544793955
"Common nighthawk50","Common nighthawk",50,0.00373774258826043
"Common nighthawk51","Common nighthawk",51,0.00382997553896202
"Common nighthawk52","Common nighthawk",52,0.00384814230337584
"Common raven1","Common raven",1,0.00239842447652041
"Common raven2","Common raven",2,0.00298358625592969
"Common raven3","Common raven",3,0.0036972200592979
"Common raven4","Common raven",4,0.00456357759577899
"Common raven5","Common raven",5,0.00560132758254555
"Common raven6","Common raven",6,0.00682348905960542
"Common raven7","Common raven",7,0.00823443553435476
"Common raven8","Common raven",8,0.00982721497675278
"Common raven9","Common raven",9,0.0115816504227958
"Common raven10","Common raven",10,0.0134636517867112
"Common raven11","Common raven",11,0.0154260456860094
"Common raven12","Common raven",12,0.017411028631902
"Common raven13","Common raven",13,0.0193541003730588
"Common raven14","Common raven",14,0.0211890837978941
"Common raven15","Common raven",15,0.0228536380666894
"Common raven16","Common raven",16,0.0242945683938065
"Common raven17","Common raven",17,0.0254722496646049
"Common raven18","Common raven",18,0.0263635975951675
"Common raven19","Common raven",19,0.0269632158171177
"Common raven20","Common raven",20,0.0272826230224187
"Common raven21","Common raven",21,0.027347810835404
"Common raven22","Common raven",22,0.0271956877838931
"Common raven23","Common raven",23,0.0268700816398974
"Common raven24","Common raven",24,0.0264178873076516
"Common raven25","Common raven",25,0.0258857596695699
"Common raven26","Common raven",26,0.025317544447399
"Common raven27","Common raven",27,0.0247524545588441
"Common raven28","Common raven",28,0.0242238626051319
"Common raven29","Common raven",29,0.0237585154481568
"Common raven30","Common raven",30,0.0233759899505256
"Common raven31","Common raven",31,0.0230882819504893
"Common raven32","Common raven",32,0.0228995190128287
"Common raven33","Common raven",33,0.022805874383907
"Common raven34","Common raven",34,0.0227958084956355
"Common raven35","Common raven",35,0.02285076349942
"Common raven36","Common raven",36,0.0229463800133539
"Common raven37","Common raven",37,0.0230541939481566
"Common raven38","Common raven",38,0.0231436388016188
"Common raven39","Common raven",39,0.0231840957231587
"Common raven40","Common raven",40,0.0231467418552456
"Common raven41","Common raven",41,0.0230060222426997
"Common raven42","Common raven",42,0.0227406691543802
"Common raven43","Common raven",43,0.0223342922574384
"Common raven44","Common raven",44,0.0217756476107867
"Common raven45","Common raven",45,0.021058741946244
"Common raven46","Common raven",46,0.0201829246461199
"Common raven47","Common raven",47,0.0191530621748994
"Common raven48","Common raven",48,0.0179797953277865
"Common raven49","Common raven",49,0.0166797777257994
"Common raven50","Common raven",50,0.0152757157902853
"Common raven51","Common raven",51,0.0137959992196574
"Common raven52","Common raven",52,0.0122739069589944
"Cooper's Hawk1","Cooper's Hawk",1,0.0101083910751717
"Cooper's Hawk2","Cooper's Hawk",2,0.0113942501073397
"Cooper's Hawk3","Cooper's Hawk",3,0.0126376259154004
"Cooper's Hawk4","Cooper's Hawk",4,0.0138052928057744
"Cooper's Hawk5","Cooper's Hawk",5,0.0148686435179011
"Cooper's Hawk6","Cooper's Hawk",6,0.0158049678596852
"Cooper's Hawk7","Cooper's Hawk",7,0.016598256583872
"Cooper's Hawk8","Cooper's Hawk",8,0.0172393979770225
"Cooper's Hawk9","Cooper's Hawk",9,0.0177259045087885
"Cooper's Hawk10","Cooper's Hawk",10,0.0180613533271227
"Cooper's Hawk11","Cooper's Hawk",11,0.0182547301711677
"Cooper's Hawk12","Cooper's Hawk",12,0.0183198298261474
"Cooper's Hawk13","Cooper's Hawk",13,0.0182747959114571
"Cooper's Hawk14","Cooper's Hawk",14,0.0181417946558112
"Cooper's Hawk15","Cooper's Hawk",15,0.0179467303935961
"Cooper's Hawk16","Cooper's Hawk",16,0.0177188423737618
"Cooper's Hawk17","Cooper's Hawk",17,0.0174899874467482
"Cooper's Hawk18","Cooper's Hawk",18,0.0172934262923115
"Cooper's Hawk19","Cooper's Hawk",19,0.0171620111789411
"Cooper's Hawk20","Cooper's Hawk",20,0.017125825005774
"Cooper's Hawk21","Cooper's Hawk",21,0.0172094999445567
"Cooper's Hawk22","Cooper's Hawk",22,0.0174295761727158
"Cooper's Hawk23","Cooper's Hawk",23,0.0177923154907099
"Cooper's Hawk24","Cooper's Hawk",24,0.0182923735363771
"Cooper's Hawk25","Cooper's Hawk",25,0.0189126583213383
"Cooper's Hawk26","Cooper's Hawk",26,0.0196255494664727
"Cooper's Hawk27","Cooper's Hawk",27,0.020395434076941
"Cooper's Hawk28","Cooper's Hawk",28,0.0211822763505462
"Cooper's Hawk29","Cooper's Hawk",29,0.0219457364231233
"Cooper's Hawk30","Cooper's Hawk",30,0.0226492399505241
"Cooper's Hawk31","Cooper's Hawk",31,0.0232634027734754
"Cooper's Hawk32","Cooper's Hawk",32,0.0237683349774839
"Cooper's Hawk33","Cooper's Hawk",33,0.0241545554712228
"Cooper's Hawk34","Cooper's Hawk",34,0.0244224884102073
"Cooper's Hawk35","Cooper's Hawk",35,0.0245807291882355
"Cooper's Hawk36","Cooper's Hawk",36,0.0246434253226234
"Cooper's Hawk37","Cooper's Hawk",37,0.0246272088654788
"Cooper's Hawk38","Cooper's Hawk",38,0.0245481330541207
"Cooper's Hawk39","Cooper's Hawk",39,0.0244189917474975
"Cooper's Hawk40","Cooper's Hawk",40,0.0242472635709217
"Cooper's Hawk41","Cooper's Hawk",41,0.0240337963600412
"Cooper's Hawk42","Cooper's Hawk",42,0.0237722788117475
"Cooper's Hawk43","Cooper's Hawk",43,0.0234495260546139
"Cooper's Hawk44","Cooper's Hawk",44,0.0230465986583096
"Cooper's Hawk45","Cooper's Hawk",45,0.0225407471479231
"Cooper's Hawk46","Cooper's Hawk",46,0.0219081054949465
"Cooper's Hawk47","Cooper's Hawk",47,0.0211269448845144
"Cooper's Hawk48","Cooper's Hawk",48,0.0201811633746515
"Cooper's Hawk49","Cooper's Hawk",49,0.0190635665094569
"Cooper's Hawk50","Cooper's Hawk",50,0.017778431490486
"Cooper's Hawk51","Cooper's Hawk",51,0.0163428720258043
"Cooper's Hawk52","Cooper's Hawk",52,0.0147887290008941
"Dark-eyed Junco1","Dark-eyed Junco",1,0.00162627544786919
"Dark-eyed Junco2","Dark-eyed Junco",2,0.00175935277679198
"Dark-eyed Junco3","Dark-eyed Junco",3,0.00188699928590477
"Dark-eyed Junco4","Dark-eyed Junco",4,0.00201544284557501
"Dark-eyed Junco5","Dark-eyed Junco",5,0.00215524685996935
"Dark-eyed Junco6","Dark-eyed Junco",6,0.00232142390916213
"Dark-eyed Junco7","Dark-eyed Junco",7,0.00253359124420795
"Dark-eyed Junco8","Dark-eyed Junco",8,0.00281586015850183
"Dark-eyed Junco9","Dark-eyed Junco",9,0.00319633360290377
"Dark-eyed Junco10","Dark-eyed Junco",10,0.00370606375808938
"Dark-eyed Junco11","Dark-eyed Junco",11,0.00437733819343728
"Dark-eyed Junco12","Dark-eyed Junco",12,0.00524123259540234
"Dark-eyed Junco13","Dark-eyed Junco",13,0.00632448994657978
"Dark-eyed Junco14","Dark-eyed Junco",14,0.00764594340831026
"Dark-eyed Junco15","Dark-eyed Junco",15,0.00921286064188223
"Dark-eyed Junco16","Dark-eyed Junco",16,0.0110177132904214
"Dark-eyed Junco17","Dark-eyed Junco",17,0.0130359382851553
"Dark-eyed Junco18","Dark-eyed Junco",18,0.0152252400116195
"Dark-eyed Junco19","Dark-eyed Junco",19,0.0175268544335054
"Dark-eyed Junco20","Dark-eyed Junco",20,0.0198689151690202
"Dark-eyed Junco21","Dark-eyed Junco",21,0.0221716592868697
"Dark-eyed Junco22","Dark-eyed Junco",22,0.0243538482707802
"Dark-eyed Junco23","Dark-eyed Junco",23,0.0263395985119756
"Dark-eyed Junco24","Dark-eyed Junco",24,0.0280648017563877
"Dark-eyed Junco25","Dark-eyed Junco",25,0.0294823972287209
"Dark-eyed Junco26","Dark-eyed Junco",26,0.0305659134223242
"Dark-eyed Junco27","Dark-eyed Junco",27,0.0313109275639466
"Dark-eyed Junco28","Dark-eyed Junco",28,0.0317343641794757
"Dark-eyed Junco29","Dark-eyed Junco",29,0.0318718201335315
"Dark-eyed Junco30","Dark-eyed Junco",30,0.031773316652335
"Dark-eyed Junco31","Dark-eyed Junco",31,0.0314980124135106
"Dark-eyed Junco32","Dark-eyed Junco",32,0.0311084583990251
"Dark-eyed Junco33","Dark-eyed Junco",33,0.0306649435733444
"Dark-eyed Junco34","Dark-eyed Junco",34,0.0302203943184607
"Dark-eyed Junco35","Dark-eyed Junco",35,0.029816187553235
"Dark-eyed Junco36","Dark-eyed Junco",36,0.0294791504597691
"Dark-eyed Junco37","Dark-eyed Junco",37,0.0292199389582912
"Dark-eyed Junco38","Dark-eyed Junco",38,0.0290328682374339
"Dark-eyed Junco39","Dark-eyed Junco",39,0.0288971168947951
"Dark-eyed Junco40","Dark-eyed Junco",40,0.028779112582292
